query,lat,lon,lat_min,lat_max,lon_min,lon_max
Davison CA USA,37.6434418,-118.997087,37.6431585,37.644522,-119.000604,-118.9918769
UNIVERSITY AVE. & SHATTUCK AVE (57776) CA USA,34.3650578,-89.5323765,34.3649124,34.3652274,-89.5338825,-89.531078
High st and lincoln Alameda,37.8069813,-122.2065078,37.8065506,37.8072573,-122.2071581,-122.206091
Barrett Ave at Tulare CA USA,NA,NA,NA,NA,NA,NA
Broadway and College Av (59551) Oakland,37.8363918,-122.2509586,37.8363418,37.8364418,-122.2510086,-122.2509086
El Cerrito Del Norte BART Station El Cerrito,37.9248921,-122.3169619,37.9248421,37.9249421,-122.3170119,-122.3169119
Santa Clara Av and Grand St (56661) Alameda,37.7715587,-122.2559789,37.7715087,37.7716087,-122.2560289,-122.2559289
El Cerrito Del Norte Bart Station El Cerrito,37.9248921,-122.3169619,37.9248421,37.9249421,-122.3170119,-122.3169119
Dusterberry Way: Thornton Fremont,NA,NA,NA,NA,NA,NA
Broadway and College Oakland,37.80308775,-122.27146882924546,37.8029438,37.8032564,-122.2717553,-122.2711809
Salesforce Transit Center (50033) San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Fremont Blvd and Mowry Av (56788) Fremont,NA,NA,NA,NA,NA,NA
Cedar and Thornton Newark,37.543396,-122.0256614,37.543346,37.543446,-122.0257114,-122.0256114
Mountain Blvd Oakland,37.8208644,-122.2055085,37.8208644,37.820938,-122.2055644,-122.2055085
fremont bart Fremont,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Franklin St and 15th St (53609) Oakland,NA,NA,NA,NA,NA,NA
NA Newark,40.735657,-74.1723667,40.6732502,40.7881387,-74.251324,-74.112787
Page Mill Rd and Peter Coutts Rd (58108) Palo Alto,NA,NA,NA,NA,NA,NA
na Oakland,40.4470403,-79.9533557,40.4413628,40.4603095,-79.9633837,-79.9465034
Salesforce Terminal SF San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
College at Miles Oakland,37.84603665,-122.24971315433261,37.8459107,37.8461681,-122.2498947,-122.2495316
Solano Av and Colusa Av (57799) Berkeley,NA,NA,NA,NA,NA,NA
College Av and Derby St (50600) Berkeley,37.8620271,-122.2534823,37.8619771,37.8620771,-122.2535323,-122.2534323
Fruitvale Av:Lynde St (51274) CA USA,37.7913951,-122.2196318,37.7913451,37.7914451,-122.2196818,-122.2195818
ashby bart Berkeley,37.8520696,-122.2705916,37.8520196,37.8521196,-122.2706416,-122.2705416
N/A CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Broadway CA USA,37.5871842,-122.3619067,37.5871342,37.5872342,-122.3619567,-122.3618567
Grant Av and Bockman Rd (56322) San Lorenzo,NA,NA,NA,NA,NA,NA
Haste and Shattuck Berkeley,37.8647643,-122.2672311,37.8647143,37.8648143,-122.2672811,-122.2671811
Webster & 20th St Oakland,37.2895151,-92.8792111,37.069637,37.487751,-93.076818,-92.676537
Juan Crespi Middle School El Sobrante,37.9860339,-122.3080255,37.9859839,37.9860839,-122.3080755,-122.3079755
Menlo Park: Willow Road at US101 North overpass (East end) CA USA,NA,NA,NA,NA,NA,NA
Salesforce Terminal SF San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
14th St and Broadway (12th St BART Station) (56600) Oakland,NA,NA,NA,NA,NA,NA
14th St and Broadway (12th St BART Station) (55503) Oakland,NA,NA,NA,NA,NA,NA
2nd St:Patricia Ct (55397) CA USA,37.6688454,-122.0654357,37.6687954,37.6688954,-122.0654857,-122.0653857
Hayward BART CA USA,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
E 14th:159th San Leandro,NA,NA,NA,NA,NA,NA
Broadway and 10th St (51529) Oakland,37.8017991,-122.2726312,37.8017491,37.8018491,-122.2726812,-122.2725812
Salesforce Transit Center (50019) San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Gilman and 6th street stop San Francisco,NA,NA,NA,NA,NA,NA
LINCOLN &amp; WEBSTER CA USA,40.8088861,-96.7077751,40.693767,40.900281,-96.80415,-96.577307
40Th and San Pablo CA USA,NA,NA,NA,NA,NA,NA
14th + braodway CA USA,NA,NA,NA,NA,NA,NA
Transbay Terminal CA USA,37.810592799999995,-122.31909523901355,37.8083737,37.8130506,-122.3226775,-122.3144363
57th by Alta Imaging CA USA,NA,NA,NA,NA,NA,NA
San Pablo Av and Brighton Av (52117) El Cerrito,NA,NA,NA,NA,NA,NA
Dyer St and Ratekin Dr (55934) Union City,37.5998897,-122.0702758,37.5998397,37.5999397,-122.0703258,-122.0702258
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Bus 97 CA USA,33.7812388,-118.0155754,33.7811798,33.7812388,-118.0156234,-118.014294
NA NA,44.5349559,4.0038687,44.5349059,44.5350059,4.0038187,4.0039187
Shattuck Av and Woolsey St (55453) Berkeley,37.8523011,-122.2660266,37.8522511,37.8523511,-122.2660766,-122.2659766
Union City Blvd and Kohoutek Way (51665) Union City,NA,NA,NA,NA,NA,NA
Trans Bay Terminal CA USA,NA,NA,NA,NA,NA,NA
somewhere between Morton street in Alameda and 12th and Broa CA USA,NA,NA,NA,NA,NA,NA
987 Longridge Rd CA USA,37.80974775,-122.23139537556688,37.8096949,37.8098496,-122.2315356,-122.2312906
Hayward BART Station (50511) Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
DUBLIN/Pleasanton CA USA,37.7016339,-121.898299,37.6966339,37.7066339,-121.903299,-121.893299
Monticello And Burkslin Oakland,NA,NA,NA,NA,NA,NA
San Pablo Av and MacDonald Av (53388) Richmond,37.9327082,-122.3234953,37.9326582,37.9327582,-122.3235453,-122.3234453
Fremont bart CA USA,37.5575875,-121.9772771,37.5575375,37.5576375,-121.9773271,-121.9772271
Market Street Berkeley,37.8473758,-122.2776609,37.8471695,37.8475808,-122.2777442,-122.2775602
LINCOLN &amp; WEBSTER CA USA,40.8088861,-96.7077751,40.693767,40.900281,-96.80415,-96.577307
(98 to 40) or (40 on Bancroft and 105) Multiple locations cl CA USA,NA,NA,NA,NA,NA,NA
Mission/Gresel CA USA,37.6183071,-122.0340885,37.6182571,37.6183571,-122.0341385,-122.0340385
Boadway and  REN AVE CA USA,NA,NA,NA,NA,NA,NA
Evergreen St and Underwood Av (55726) Hayward,37.6445519,-122.0838527,37.6445019,37.6446019,-122.0839027,-122.0838027
Rock:Prader CA USA,NA,NA,NA,NA,NA,NA
University Av and Sacramento St (55722) Berkeley,37.8703678,-122.2813466,37.8703178,37.8704178,-122.2813966,-122.2812966
University Av and Sacramento St (55722) Berkeley,37.8703678,-122.2813466,37.8703178,37.8704178,-122.2813966,-122.2812966
Salesforce transit center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Fruitvale bart Oakland,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
Tennyson:Tampa CA USA,37.6307885,-122.0758866,37.6307385,37.6308385,-122.0759366,-122.0758366
Fremont BART Station (51221) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
19th And Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
East 14th Street Oakland,37.7769406,-122.2243043,37.7767057,37.7770367,-122.2245029,-122.223828
Central Av and Cherry St (58290) Newark,37.529523,-122.0249291,37.529473,37.529573,-122.0249791,-122.0248791
hesparian Hayward,NA,NA,NA,NA,NA,NA
Solano and Masonic Albany,37.8905034,-122.293296,37.8904534,37.8905534,-122.293346,-122.293246
Telegraph and 52nd CA USA,37.8381889,-122.2623193,37.8381389,37.8382389,-122.2623693,-122.2622693
Downtown Berkeley Berkeley,37.8701007,-122.2681385,37.8651007,37.8751007,-122.2731385,-122.2631385
MacArthur Blvd and Richard's Gate (Mills College) (52277) Oakland,NA,NA,NA,NA,NA,NA
145th and East 14th CA USA,NA,NA,NA,NA,NA,NA
Hayward BART CA USA,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
Mowry Av and Bonner Av (54760) Fremont,37.5625478,-121.9785906,37.5624978,37.5625978,-121.9786406,-121.9785406
Mound And Encinal Alameda,37.7578421,-122.2366456,37.7577921,37.7578921,-122.2366956,-122.2365956
Gardino and Mission Fremont,NA,NA,NA,NA,NA,NA
Transbay terminal CA USA,37.810592799999995,-122.31909523901355,37.8083737,37.8130506,-122.3226775,-122.3144363
OAKLAND 40TH + TELEGRAPH CA USA,NA,NA,NA,NA,NA,NA
90th Av and Bancroft Av (59292) Oakland,37.7537261,-122.1652441,37.7536761,37.7537761,-122.1652941,-122.1651941
E 18th St:13th Av (59133) CA USA,37.7924628,-122.2433614,37.7924128,37.7925128,-122.2434114,-122.2433114
Webster St and Atlantic Av (59400) CA USA,37.7802021,-122.2763658,37.7801521,37.7802521,-122.2764158,-122.2763158
(98 to 40) or (40 on Bancroft and 105) Multiple locations cl CA USA,NA,NA,NA,NA,NA,NA
Transbay Terminal CA USA,37.810592799999995,-122.31909523901355,37.8083737,37.8130506,-122.3226775,-122.3144363
Laekshore at MacArthur Oakland,NA,NA,NA,NA,NA,NA
Webster St. Alameda,37.7736155,-122.2767932,37.7733279,37.7742424,-122.2768037,-122.2767702
University And Martin Luther King Oakland,NA,NA,NA,NA,NA,NA
Montgomery And Mission Hayward,NA,NA,NA,NA,NA,NA
Vine:Shattuck CA USA,37.8803196,-122.2694552,37.8802696,37.8803696,-122.2695052,-122.2694052
MacDonald Av and 7th St (55488) Richmond,37.935621,-122.362587,37.935571,37.935671,-122.362637,-122.362537
Broadway and 19th St (19th St BART Station) (54700) Oakland,NA,NA,NA,NA,NA,NA
W Hillsdale Blvd and Edison St (55411) San Mateo,37.5354441,-122.299476,37.5353941,37.5354941,-122.299526,-122.299426
Fruitvale:Montana CA USA,37.7986588,-122.2166467,37.7986088,37.7987088,-122.2166967,-122.2165967
Castro Valley BART Station (54553) Castro Valley,NA,NA,NA,NA,NA,NA
Lake Merritt CA USA,37.8046042,-122.25624380468363,37.7985935,37.8106046,-122.2631127,-122.2496132
Mountain Blvd and Oakland Naval Medical Center (57020) Oakland,NA,NA,NA,NA,NA,NA
19th Street Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
E 14th St and 167th Av (50770) San Leandro,NA,NA,NA,NA,NA,NA
Fremont BART Station (50939) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
Warm Springs Blvd. Fremont,37.5037375,-121.937023,37.5037375,37.504289,-121.9373243,-121.937023
Purdue Av and Kenyon Av (55420) Kensington,37.9089453,-122.2729584,37.9088953,37.9089953,-122.2730084,-122.2729084
Fremont BART Station (50939) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
"1123 Willow Rd, Menlo Park CA USA",37.470621,-122.15614090333739,37.4705441,37.4706979,-122.1562868,-122.155995
Fruitvale BART CA USA,37.7757945,-122.2254889,37.7757445,37.7758445,-122.2255389,-122.2254389
11th St and Broadway (12th St BART Station) (54777) Oakland,NA,NA,NA,NA,NA,NA
NA Oakland,40.4470403,-79.9533557,40.4413628,40.4603095,-79.9633837,-79.9465034
Fremont BART Station (51008) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
19th and Broadway Oakland,40.1236518,-88.2076268,40.1236018,40.1237018,-88.2076768,-88.2075768
"1173 Excelsior Ave, Oakland CA USA",37.804487449999996,-122.23229699353547,37.8044295,37.8045455,-122.2323704,-122.2322236
San Pablo Av and 40th St (55535) Emeryville,37.8314868,-122.2798835,37.8314368,37.8315368,-122.2799335,-122.2798335
Broadway and 19th St (19th St BART Station) (54700) CA USA,NA,NA,NA,NA,NA,NA
Eastmont Transit Center Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
Eastmont Transit Center (55175) Oakland,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
I think on Mowry...not sure CA USA,NA,NA,NA,NA,NA,NA
Market St and 40th St (52722) Oakland,37.8308855,-122.2737854,37.8308355,37.8309355,-122.2738354,-122.2737354
Near Emeryville CA USA,NA,NA,NA,NA,NA,NA
East 12th and 5th Ave Oakland,NA,NA,NA,NA,NA,NA
101 South at Embacadero exit CA USA,NA,NA,NA,NA,NA,NA
W Tennyson Rd and Pompano Av (56651) Hayward,37.6312124,-122.0772116,37.6311624,37.6312624,-122.0772616,-122.0771616
27th and San Pablo Oakland,37.809949149999994,-122.27336529784807,37.8095969,37.8101158,-122.2736524,-122.2731667
Centralsom and San Pablo CA USA,NA,NA,NA,NA,NA,NA
Camden St and MacArthur Blvd (Seminary Av Jctn) (55447) Oakland,NA,NA,NA,NA,NA,NA
Plymouth 90th bus stop Oakland,37.7512822,-122.1709835,37.7512322,37.7513322,-122.1710335,-122.1709335
B St and Mission Blvd (55325) Hayward,37.6719497,-122.0843931,37.6718997,37.6719997,-122.0844431,-122.0843431
on College Avenue at Russell Street Berkeley,NA,NA,NA,NA,NA,NA
International Oakland,37.7221623,-122.21707443336842,37.6992639,37.745433,-122.2512932,-122.1993876
Hesperian Blvd and Catalpa Way (56166) Hayward,37.6202149,-122.0899725,37.6201649,37.6202649,-122.0900225,-122.0899225
Hesperian and Catalpa CA USA,37.6202149,-122.0899725,37.6201649,37.6202649,-122.0900225,-122.0899225
Market and A Street San Francisco,37.727121,-122.357791,37.726618,37.727711,-122.358018,-122.357791
Oakland and Moss CA USA,37.8199412,-122.2521567,37.8198912,37.8199912,-122.2522067,-122.2521067
Broadway and 11th Oakland,37.8148998,-122.2645082,37.8148385,37.8152489,-122.2645461,-122.2642924
57th And International Oakland,37.765871,-122.201388,37.765821,37.765921,-122.201438,-122.201338
1230 Bedford Falls Ct CA USA,NA,NA,NA,NA,NA,NA
Willow Rd and Hamilton Av (57761) Menlo Park,NA,NA,NA,NA,NA,NA
Courthouse CA USA,32.7166453,-117.1659105,32.7116453,32.7216453,-117.1709105,-117.1609105
Allston and Shattuck Berkeley,37.8690829,-122.2677156,37.8690329,37.8691329,-122.2677656,-122.2676656
Telegraph Oakland,37.8128233,-122.2685736,37.8127733,37.8128733,-122.2686236,-122.2685236
Downtown Berkeley Bart Berkeley,37.87025355,-122.26813825762318,37.8693007,37.8712275,-122.2683906,-122.2677644
Sales Force Transit Center San Francisco,NA,NA,NA,NA,NA,NA
Bus CA USA,33.7812388,-118.0155754,33.7811798,33.7812388,-118.0156234,-118.014294
Mowry CA USA,37.4839661,-122.0221663,37.4773037,37.5068237,-122.0557591,-122.0056819
Cabot Blvd and Kidder St (59787) Hayward,NA,NA,NA,NA,NA,NA
Allson and Shattuck CA USA,NA,NA,NA,NA,NA,NA
Redwood Rd and Castro Valley Blvd (58990) Castro Valley,NA,NA,NA,NA,NA,NA
East Loop Rd and CSU East Bay Recreation and Wellness (55750) Hayward,NA,NA,NA,NA,NA,NA
Estudillo Av and MacArthur Blvd (55467) San Leandro,37.7295946,-122.1393718,37.7295446,37.7296446,-122.1394218,-122.1393218
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
West Tennyson and Pompano Oakland,NA,NA,NA,NA,NA,NA
Regatta Blvd and Melville Square Dr (51433) Richmond,37.9159271,-122.3470317,37.9158771,37.9159771,-122.3470817,-122.3469817
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
San Leandro CA USA,37.7249296,-122.1560768,37.6674075,37.7427526,-122.2097346,-122.1225754
Broadway:Telegraph Oakland,NA,NA,NA,NA,NA,NA
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Great Mall CA USA,37.4157232,-121.89767843868312,37.4128098,37.4184928,-121.8998665,-121.8946942
Ashby Av and San Pablo Av (52300) Berkeley,37.8521703,-122.2862468,37.8521203,37.8522203,-122.2862968,-122.2861968
Acton and University Berkeley,37.8701805,-122.2846543,37.8701305,37.8702305,-122.2847043,-122.2846043
San Pablo and Ashby Berkeley,NA,NA,NA,NA,NA,NA
"429 Elwood Ave, Oakland Oakland",37.8145848,-122.24798389781094,37.8145048,37.8146752,-122.2481028,-122.247865
"Oakland, Jack London Square CA USA",37.7937665,-122.2714858,37.7887665,37.7987665,-122.2764858,-122.2664858
B Street Hayward,37.6698995,-122.0872611,37.6648995,37.6748995,-122.0922611,-122.0822611
Martin Luther King Jr Way and Derby St (58825) Berkeley,NA,NA,NA,NA,NA,NA
entire route CA USA,35.7343093,-81.7224961,35.7343093,35.7345677,-81.7224961,-81.7220169
East 14th CA USA,NA,NA,NA,NA,NA,NA
1046 VERDEMAR DR CA USA,37.73529945,-122.24537910000001,37.7352458,37.7353531,-122.2454639,-122.2452943
Park Blvd and Wellington St (53600) Oakland,37.8076542,-122.2220791,37.8076042,37.8077042,-122.2221291,-122.2220291
Oakland and  MacArthur Oakland,37.804230649999994,-122.23614634877515,37.8032511,37.8052835,-122.2378959,-122.2341166
Washington and Fremont Fremont,47.6504529,-122.3499861,47.6304529,47.6704529,-122.3699861,-122.3299861
UNION CITY BART STATION (50782) CA USA,37.5904337,-122.0176108,37.5903837,37.5904837,-122.0176608,-122.0175608
Jackson St: Ohlone St CA USA,NA,NA,NA,NA,NA,NA
Shane Drive San Pablo,NA,NA,NA,NA,NA,NA
San Pablo & 32nd CA USA,-23.5506507,-46.6333824,-24.0079003,-23.3577551,-46.8262906,-46.3650898
Brooklyn Ave. CA USA,32.713161,-117.0601691,32.71315,32.713161,-117.062523,-117.058052
Park Blvd CA USA,32.7242198,-117.1511214,32.7242198,32.724387,-117.1511214,-117.1510315
Webster CA USA,32.721534,-117.0937732,32.711534,32.731534,-117.1037732,-117.0837732
High and Fleming CA USA,NA,NA,NA,NA,NA,NA
In front of Pet Express CA USA,NA,NA,NA,NA,NA,NA
College Av and Derby St (50600) Berkeley,37.8620271,-122.2534823,37.8619771,37.8620771,-122.2535323,-122.2534323
Hayward BART Station (55590) Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
Park Blvd and Wellington St (53600) Oakland,37.8076542,-122.2220791,37.8076042,37.8077042,-122.2221291,-122.2220291
14th St and Broadway (12th St BART Station) (56600) Oakland,NA,NA,NA,NA,NA,NA
El Cerrito Plaza BART Station (57283) El Cerrito,37.9024917,-122.2992889,37.9024417,37.9025417,-122.2993389,-122.2992389
Broadway and 20th St (19th St BART Station) (57111) Oakland,NA,NA,NA,NA,NA,NA
Snake at Mountain Oakland,42.7213446,-83.1137851,42.7207608,42.72196,-83.1142476,-83.1132393
Rockridge BART Station CA USA,37.8441179,-122.2520062,37.8440679,37.8441679,-122.2520562,-122.2519562
51437 Santa Clara chestnut CA USA,NA,NA,NA,NA,NA,NA
Berkley downtown CA USA,NA,NA,NA,NA,NA,NA
Santa Clara Av and 9th St (56558) Alameda,37.7732447,-122.2708447,37.7731947,37.7732947,-122.2708947,-122.2707947
Broadway Ter and Sheridan Rd (Near Florence Av) (59711) Oakland,NA,NA,NA,NA,NA,NA
Santa Clara at Park Alameda,37.3317336,-121.9056678,37.3316846,37.3317741,-121.9066261,-121.9047264
San Leandro and 73rd Across from the Colliseum San Leandro,NA,NA,NA,NA,NA,NA
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
NA Fremont,37.55584255,-121.96850496183647,37.5555785,37.5561077,-121.968679,-121.9679982
Transbay Terminal San Francisco,37.7896967,-122.39312453797777,37.7888569,37.7904427,-122.3940675,-122.3920633
Telegraph CA USA,37.8128233,-122.2685736,37.8127733,37.8128733,-122.2686236,-122.2685236
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
High and Fleming CA USA,NA,NA,NA,NA,NA,NA
7th and Heinz Berkeley,37.8534936,-122.2921768,37.8534436,37.8535436,-122.2922268,-122.2921268
Grand and Market CA USA,37.7725786,-122.2552713,37.7725286,37.7726286,-122.2553213,-122.2552213
6th and Gilman CA USA,37.745031,-122.404512,37.744981,37.745081,-122.404562,-122.404462
Fremont BART Station (50939) Fremont,37.5574802,-121.9766318,37.5524802,37.5624802,-121.9816318,-121.9716318
3400 richmond park way Richmond,53.3712851,-1.3989489,53.3712446,53.3713121,-1.3997964,-1.3983344
4th Av and E 18th St (55388) Oakland,37.7993558,-122.2505381,37.7993058,37.7994058,-122.2505881,-122.2504881
Bayfair Bart CA USA,NA,NA,NA,NA,NA,NA
broadway and 12 Oakland,37.8148998,-122.2645082,37.8148385,37.8152489,-122.2645461,-122.2642924
Shane Dr and Hilltop Mall Rd (56332) Richmond,37.9777405,-122.3287708,37.9776905,37.9777905,-122.3288208,-122.3287208
unknown CA USA,34.2918846,-119.1971224,34.2908195,34.2930308,-119.1973587,-119.1968458
East warren avenue and mission boulevard CA USA,NA,NA,NA,NA,NA,NA
Salesforce Transit Center (50008) San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
High and Fleming CA USA,NA,NA,NA,NA,NA,NA
de CA USA,34.2727885,-119.2609533,34.2727385,34.2728385,-119.2610033,-119.2609033
Piedmont Av and Channing Way (53677) Berkeley,NA,NA,NA,NA,NA,NA
Paseo Padre Pkwy:South Grimmer CA USA,NA,NA,NA,NA,NA,NA
Broadway Terrace Oakland,37.8415641,-122.2244236,37.8413762,37.8420173,-122.2255386,-122.2240399
Sacramento St and Ashby Av (58959) Berkeley,NA,NA,NA,NA,NA,NA
south hayward bart Hayward,37.634601,-122.056703,37.634551,37.634651,-122.056753,-122.056653
San Pablo Av and 54th St (57133) Oakland,37.8376074,-122.281852,37.8375574,37.8376574,-122.281902,-122.281802
Skyline High School Oakland,37.7986,-122.16193,37.79855,37.79865,-122.16198,-122.16188
Encinal High School Alameda,37.771413300000006,-122.2896953607965,37.769447,37.7738907,-122.2908032,-122.2883536
Hayward Bart Hayward,37.669764,-122.086625,37.669714,37.669814,-122.086675,-122.086575
Milpitas Transit Center CA USA,37.4097752,-121.8915861,37.4097252,37.4098252,-121.8916361,-121.8915361
Nx4 CA USA,NA,NA,NA,NA,NA,NA
Gilman St and 7th St (50404) Berkeley,37.8794895,-122.3004391,37.8794395,37.8795395,-122.3004891,-122.3003891
Eastmont Transit Center CA USA,37.7687695,-122.1741488,37.7687195,37.7688195,-122.1741988,-122.1740988
Walnut:Buena Vista CA USA,NA,NA,NA,NA,NA,NA
Park Blvd CA USA,32.7242198,-117.1511214,32.7242198,32.724387,-117.1511214,-117.1510315
Harrison and Macarthur Oakland,37.8197146,-122.2539479,37.8196646,37.8197646,-122.2539979,-122.2538979
Salesforce San Francisco,37.78977664999999,-122.39693242456396,37.7894491,37.7901054,-122.3973501,-122.3965136
"460 1st Ave, Oakland CA USA",37.7983291,-122.2579784,37.7982942,37.7984272,-122.2581162,-122.257748
North Gate CA USA,37.9066672,-121.9972947,37.8866672,37.9266672,-122.0172947,-121.9772947
Center Street & I580 park and ride lot CA USA,39.2968335,-76.6199624,39.2918335,39.3018335,-76.6249624,-76.6149624
14th St and Oak St (55103) Oakland,37.801061,-122.2630844,37.801011,37.801111,-122.2631344,-122.2630344
Hesperian Blvd:Bartlett Av (55224) CA USA,37.6690932,-122.1200268,37.6690432,37.6691432,-122.1200768,-122.1199768
Foothill Blvd and John Dr (53220) Castro Valley,37.6913357,-122.0935601,37.6912857,37.6913857,-122.0936101,-122.0935101
Fruitvale Av and Lynde St (51274) Oakland,37.7913951,-122.2196318,37.7913451,37.7914451,-122.2196818,-122.2195818
na CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Page Mill Rd and Coutts Palo Alto,NA,NA,NA,NA,NA,NA
San Leandro Oakland,37.7221623,-122.21707443336842,37.6992639,37.745433,-122.2512932,-122.1993876
Highland & Highland Way Piedmont,57.5066357,-5.0038367,56.4971546,58.696505,-6.7898202,-3.0239614
Spruce St:Marin Av CA USA,37.8933683,-122.267895,37.8933183,37.8934183,-122.267945,-122.267845
NA CA USA,33.7808206,-117.881209,33.778973,33.7840133,-117.8854661,-117.8767426
Salesforce Transit Center (50012) San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
557 Buena Vista Ave. Alameda,37.77740322089053,-122.27990400287695,37.777353220891,37.777453220891,-122.27995400288,-122.27985400288
Salesforce transbay San Francisco,37.78977664999999,-122.39693242456396,37.7894491,37.7901054,-122.3973501,-122.3965136
7th:Broadway CA USA,34.04542,-118.25352,34.04537,34.04547,-118.25357,-118.25347
80 W by Bay Bridge CA USA,NA,NA,NA,NA,NA,NA
Franklin St and 15th St (53609) Oakland,NA,NA,NA,NA,NA,NA
Sales Force Transit center San Francisco,NA,NA,NA,NA,NA,NA
Park Blvd and Emerson Way (55443) Oakland,37.804607,-122.2297715,37.804557,37.804657,-122.2298215,-122.2297215
Warm springs and mayten CA USA,NA,NA,NA,NA,NA,NA
Palo Alto Hospital CA USA,37.441465449999995,-122.16867360668184,37.4411641,37.4417246,-122.1691251,-122.1681748
Salesforce Transit Center (50032) San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
12th St and Oak St (55570) Oakland,37.7999002,-122.264052,37.7998502,37.7999502,-122.264102,-122.264002
12th St and Oak St (55570) Oakland,37.7999002,-122.264052,37.7998502,37.7999502,-122.264102,-122.264002
Salesforce Transit Center San francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Salesforce Transit Center San Francisco,37.78911945,-122.39686267625001,37.7875986,37.7906342,-122.3987888,-122.394954
Santa Clara Ave and Broadway Oakland,37.8189435,-122.2532532,37.8186914,37.8191522,-122.2534623,-122.252928
Paseo Padre Pkwy and Tupelo St (53611) Fremont,NA,NA,NA,NA,NA,NA
West Lake CA USA,37.20004205,-119.12993579867766,37.1992569,37.2008141,-119.1317001,-119.1283606
Colusa Av and Thousand Oaks Blvd (51277) CA USA,37.8966768,-122.2854092,37.8966268,37.8967268,-122.2854592,-122.2853592
CAMPUS DR. & 2ND STREET (54754) CA USA,32.669781,-97.293714,32.669781,32.6701887,-97.2939941,-97.293714
Honor Junior High Fremont,NA,NA,NA,NA,NA,NA
Sales Force Transit Center San Francisco,NA,NA,NA,NA,NA,NA
Seven Hills Rd CA USA,37.7104315,-122.0828526,37.7096429,37.7104436,-122.0925251,-122.0740502
na Berkeley,37.8739663,-122.2834392,37.8689663,37.8789663,-122.2884392,-122.2784392
MacArthur Blvd and Pierson St.(Mills College) (51991) Oakland,NA,NA,NA,NA,NA,NA
Martin Luther King Jr Way and 59th St (56156) CA USA,NA,NA,NA,NA,NA,NA
Gilman St at 6th CA USA,NA,NA,NA,NA,NA,NA
41st St and Piedmont Av (58758) Oakland,37.8266204,-122.25261,37.8265704,37.8266704,-122.25266,-122.25256
10th and Broadway CA USA,37.796332,-122.417844,37.796332,37.7971873,-122.417844,-122.4112725
Dublin/Pleasanton BART CA USA,NA,NA,NA,NA,NA,NA
Shane Dr and Hilltop Mall Rd (56332) Richmond,37.9777405,-122.3287708,37.9776905,37.9777905,-122.3288208,-122.3287208
Arlington Av and Coventry Rd (55654) Kensington,37.9036878,-122.2782665,37.9036378,37.9037378,-122.2783165,-122.2782165
MacArthur Blvd &amp; Fruitvale Av (Oakland) CA USA,37.7929815,-122.1999207,37.7927757,37.7930757,-122.2000027,-122.1997396
Willow Rd CA USA,34.2347741,-117.1806755,34.2345112,34.2347741,-117.181069,-117.1801984
